tweet_id,in_reply_to_status_id,in_reply_to_user_id,retweeted_status_id,retweeted_status_user_id,timestamp,source,expanded_urls,v2,v1,,
1.75E+17,1.74E+17,804844,,,2012-02-29 14:14:52 +0000,web,http://sudarmuthu.com/blog/how-i-designed-my-wedding-invitation,meet you in corporation st outside gap ‰Û_ you can see how my mind is working!,ham,,
1.71E+17,1.71E+17,17900883,,,2012-02-19 13:41:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://sudarmuthu.com/blog/how-i-designed-my-wedding-invitation,What is important is that you prevent dehydration by giving her enough fluids,ham,,
1.61E+17,,,,,2012-01-23 12:06:26 +0000,web,http://sudarmuthu.com/blog/how-i-designed-my-wedding-invitation,Quite late lar... Ard 12 anyway i wun b drivin...,ham,,
1.59E+17,,,,,2012-01-16 13:38:21 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/generating-dynamic-files-for-download-from-php,08714712388 between 10am-7pm Cost 10p,spam,,
1.55E+17,1.55E+17,19609926,,,2012-01-05 13:22:15 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham,,
1.51E+17,,,,,2011-12-24 10:30:43 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,That is wondar full flim.,ham,,
1.48E+17,,,,,2011-12-18 16:44:06 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Alright omw  gotta change my order to a half8th,ham,,
1.46E+17,,,,,2011-12-12 04:40:05 +0000,web,,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,ham,,
1.44E+17,1.44E+17,5069851,,,2011-12-06 07:02:49 +0000,web,,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,,
1.41E+17,,,,,2011-11-29 08:35:20 +0000,web,,Just got up. have to be out of the room very soon. ‰Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham,,
1.38E+17,1.38E+17,80201770,,,2011-11-20 07:57:29 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,,
1.38E+17,1.38E+17,80201770,,,2011-11-19 16:39:48 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Dont gimme that lip caveboy,ham,,
1.38E+17,1.38E+17,18303786,,,2011-11-19 15:33:22 +0000,web,,Faith makes things possible Hope makes things work Love makes things beautiful May you have all three this Christmas!Merry Christmas!,ham,,
1.37E+17,1.37E+17,99443834,,,2011-11-17 13:34:39 +0000,web,,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam,,
1.36E+17,1.36E+17,14443502,,,2011-11-13 11:10:01 +0000,web,,Sorry  I'll call later,ham,,
1.35E+17,,,,,2011-11-12 07:56:57 +0000,web,http://www.youtube.com/watch?v=U-H3d5_PmoI,idc get over here  you are not weaseling your way out of this shit twice in a row,ham,,
1.34E+17,,,,,2011-11-10 01:35:59 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",ham,,
1.29E+17,,,,,2011-10-24 16:02:02 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/programmable-watch-my-new-geek-toy,Beerage?,ham,,
1.21E+17,,,,,2011-10-04 06:28:27 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://funnel.hasgeek.com/droidcon/85-making-robots-using-android-and-arduino,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam,,
1.20E+17,,,,,2011-09-30 14:31:35 +0000,web,,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,ham,,
1.18E+17,,,,,2011-09-25 03:31:51 +0000,web,,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",ham,,
1.17E+17,1.17E+17,14937080,,,2011-09-23 07:15:12 +0000,web,,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,,
1.17E+17,,,,,2011-09-21 17:59:26 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Boooo you always work. Just quit.,ham,,
1.15E+17,,,,,2011-09-17 11:29:14 +0000,"<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>",http://flic.kr/p/anToG6,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,,
1.15E+17,1.15E+17,14367723,,,2011-09-16 04:40:19 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Also are you bringing galileo or dobby,ham,,
1.14E+17,1.14E+17,85301360,,,2011-09-15 18:29:42 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,SMSSERVICES. for yourinclusive text credits  pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP  no extra charge. help 08702840625.COMUK. 220-CM2 9AE,spam,,
1.14E+17,,,,,2011-09-14 14:01:53 +0000,web,,Hey. You got any mail?,ham,,
1.13E+17,1.13E+17,7528652,,,2011-09-12 14:36:04 +0000,web,,Dear Voucher Holder  To claim this weeks offer  at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts  txt STOP to 80062,spam,,
1.12E+17,,,,,2011-09-09 13:01:29 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/android/workout-tracker,Sir  I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks,ham,,
1.11E+17,1.11E+17,74129089,,,2011-09-05 17:24:54 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Our Prashanthettan's mother passed away last night. pray for her and family.,ham,,
1.10E+17,1.10E+17,747153,,,2011-09-04 15:57:32 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,I am in office:)whats the matter..msg me now.i will call you at break:).,ham,,
1.10E+17,,,,,2011-09-03 03:39:43 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,No da if you run that it activate the full version da.,ham,,
1.09E+17,,,,,2011-09-01 07:32:38 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,ham,,
1.07E+17,,,,,2011-08-25 13:30:53 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/embedding-github-files-in-your-wordpress-posts,Sorry  I guess whenever I can get a hold of my connections  maybe an hour or two? I'll text you,ham,,
1.06E+17,,,,,2011-08-22 06:55:28 +0000,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam,,
1.05E+17,,,,,2011-08-19 16:51:41 +0000,web,https://gist.github.com/1157285,I'll text you when I drop x off,ham,,
1.04E+17,1.04E+17,260766322,,,2011-08-17 16:58:41 +0000,web,,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam,,
1.00E+17,,,,,2011-08-08 06:50:42 +0000,web,,I love to give massages. I use lots of baby oil... What is your fave position?,ham,,
9.81E+16,9.76E+16,292807779,,,2011-08-01 17:24:09 +0000,web,,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham,,
9.63E+16,,,,,2011-07-27 18:45:29 +0000,web,,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham,,
9.48E+16,9.48E+16,15685001,,,2011-07-23 17:42:13 +0000,web,,I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston  them in nyc was an experiment.,ham,,
9.33E+16,,,,,2011-07-19 13:30:07 +0000,web,,I wonder if your phone battery went dead ? I had to tell you  I love you babe,ham,,
9.26E+16,,,,,2011-07-17 15:06:52 +0000,web,,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ham,,
8.97E+16,8.94E+16,14683640,,,2011-07-09 14:52:45 +0000,web,,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,ham,,
8.78E+16,8.76E+16,25407504,,,2011-07-04 08:37:42 +0000,web,,When people see my msgs  They think Iam addicted to msging... They are wrong  Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL,ham,,
8.71E+16,8.68E+16,49552992,,,2011-07-02 12:01:09 +0000,web,,It shall be fine. I have avalarr now. Will hollalater,ham,,
8.32E+16,,,,,2011-06-21 16:02:21 +0000,web,,K:)i will give my kvb acc details:),ham,,
8.10E+16,8.10E+16,16841732,,,2011-06-15 13:28:03 +0000,web,,So do you have samus shoulders yet,ham,,
7.77E+16,7.77E+16,747153,,,2011-06-06 09:43:19 +0000,web,,K:)k.are you in college?,ham,,
7.66E+16,,,,,2011-06-03 11:58:17 +0000,web,,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam,,
7.22E+16,,,,,2011-05-22 04:55:41 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/wordpress/easy-retweet,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,ham,,
7.02E+16,,,,,2011-05-16 17:11:21 +0000,"<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>",,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham,,
6.95E+16,6.95E+16,293629643,,,2011-05-14 18:07:45 +0000,web,,Welp apparently he retired,ham,,
6.82E+16,6.82E+16,15105039,,,2011-05-11 08:51:26 +0000,web,,Watching cartoon  listening music &amp; at eve had to go temple &amp; church.. What about u?,ham,,
6.80E+16,6.80E+16,7678512,,,2011-05-10 16:42:45 +0000,web,,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham,,
6.75E+16,6.75E+16,46426855,,,2011-05-09 08:46:03 +0000,web,,Yup i thk so until e shop closes lor.,ham,,
6.64E+16,6.64E+16,61423865,,,2011-05-06 07:42:28 +0000,web,,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ham,,
6.45E+16,,,,,2011-05-01 03:11:58 +0000,web,,Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates  play java games  Dload polyPH music  noline rentl.,spam,,
6.39E+16,,,,,2011-04-29 06:47:19 +0000,web,,Geeee ... I miss you already  you know ? Your all I can think about. Fuck  I can't wait till next year when we will be together ... *loving kiss*,ham,,
6.24E+16,6.24E+16,16274011,,,2011-04-25 06:04:35 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">  HTC Peep</a>",,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,ham,,
6.21E+16,,,,,2011-04-24 08:12:25 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">  HTC Peep</a>",,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,ham,,
6.08E+16,6.08E+16,747153,,,2011-04-20 17:39:25 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">  HTC Peep</a>",,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham,,
6.03E+16,6.03E+16,14257813,,,2011-04-19 09:41:46 +0000,web,,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,ham,,
5.91E+16,,,,,2011-04-16 04:27:33 +0000,web,,I dunno they close oredi not... ÌÏ v ma fan...,ham,,
5.86E+16,5.48E+16,273773397,,,2011-04-14 15:22:04 +0000,web,,Shall i send that exe to your mail id.,ham,,
5.49E+16,,,,,2011-04-04 11:12:05 +0000,web,,We still on for tonight?,ham,,
5.37E+16,5.37E+16,41283385,,,2011-04-01 08:55:36 +0000,web,,Are you not around or just still asleep? :V,ham,,
5.35E+16,,,,,2011-03-31 14:06:55 +0000,web,,HAPPY NEW YEAR MY NO.1 MAN,ham,,
5.34E+16,,,,,2011-03-31 07:07:57 +0000,web,,naughty little thought: 'its better to flirt  flirt n flirt  rather than loving someone n gettin hurt  hurt n hurt...:-) Gud nyt,ham,,
5.26E+16,,,,,2011-03-29 05:59:12 +0000,web,,Easy ah?sen got selected means its good..,ham,,
5.15E+16,5.15E+16,14677806,,,2011-03-26 07:29:02 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">  HTC Peep</a>",,1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE  eg GIRL ZOE 18 to 8007 to join and get chatting!,spam,,
5.08E+16,5.08E+16,103385741,,,2011-03-24 07:39:34 +0000,web,,I got another job! The one at the hospital doing data analysis or something  starts on monday! Not sure when my thesis will got finished,ham,,
4.92E+16,,,,,2011-03-19 17:24:43 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">  HTC Peep</a>",,Ard 515 like dat. Y?,ham,,
4.86E+16,,,,,2011-03-18 04:29:33 +0000,web,,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ham,,
4.79E+16,,,,,2011-03-16 06:11:59 +0000,"<a href=""http://predictalot.yahoo.com"" rel=""nofollow"">Predictalot</a>",,Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham,,
4.66E+16,,,,,2011-03-12 18:48:14 +0000,web,,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,spam,,
4.45E+16,,,,,2011-03-06 17:45:58 +0000,web,,Yep  by the pretty sculpture,ham,,
4.19E+16,4.18E+16,3407121,,,2011-02-27 19:01:48 +0000,web,,Send to someone else :-),ham,,
4.07E+16,4.07E+16,14232551,,,2011-02-24 10:31:34 +0000,web,,You can never do NOTHING,ham,,
3.94E+16,,,,,2011-02-20 18:26:51 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/changed-the-permalink-structure-of-my-blog,Where r we meeting?,ham,,
3.71E+16,,,,,2011-02-14 09:08:14 +0000,web,,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,,
3.47E+16,,,,,2011-02-07 16:44:02 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/wordpress/bulk-move,Black shirt n blue jeans... I thk i c Ì_...,ham,,
3.38E+16,,,,,2011-02-05 09:28:46 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/wordpress/twitter-avatar-reloaded,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham,,
3.10E+16,,,,,2011-01-28 13:52:42 +0000,web,,So that means you still think of teju,ham,,
3.03E+16,,,,,2011-01-26 17:16:42 +0000,web,,449050000301 You have won a å£2 000 price! To claim  call 09050000301.,spam,,
2.92E+16,,,,,2011-01-23 17:22:47 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/wordpress/easy-retweet,Ok.ok ok..then..whats ur todays plan,ham,,
2.80E+16,,,,,2011-01-20 06:06:49 +0000,web,,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",ham,,
2.59E+16,,,,,2011-01-14 14:00:23 +0000,web,,Good morning princess! How are you?,ham,,
2.33E+16,2.33E+16,7657282,,,2011-01-07 10:17:29 +0000,web,,LOL ... No just was busy,ham,,
2.12E+16,,,,,2011-01-01 12:52:24 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham,,
2.07E+16,,,,,2010-12-31 03:56:41 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Ok... Help me ask if she's working tmr a not?,ham,,
2.05E+16,,,,,2010-12-30 13:04:19 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Ok i go change also...,ham,,
1.98E+16,,,,,2010-12-28 14:06:34 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham,,
1.94E+16,,,,,2010-12-27 17:24:10 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam,,
1.90E+16,,,,,2010-12-26 11:53:59 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Lol now I'm after that hot air balloon!,ham,,
1.89E+16,,,,,2010-12-26 05:54:10 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Happy new years melody!,ham,,
1.87E+16,,,,,2010-12-25 13:01:05 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Just nw i came to hme da..,ham,,
1.85E+16,,,,,2010-12-25 01:56:33 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,K give me a sec  breaking a  &lt;#&gt;  at cstore,ham,,
1.82E+16,1.82E+16,14937080,,,2010-12-24 06:07:39 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,There's no point hangin on to mr not right if he's not makin u happy,ham,,
1.80E+16,,,,,2010-12-23 15:04:11 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,ham,,
1.78E+16,,,,,2010-12-23 05:57:09 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,He also knows about lunch menu only da. . I know,ham,,
1.76E+16,1.76E+16,59511787,,,2010-12-22 16:07:43 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Me also da  i feel yesterday night  wait til 2day night dear.,ham,,
1.75E+16,,,,,2010-12-22 06:34:26 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,I need you to be in my strong arms...,ham,,
1.75E+16,1.72E+16,143409231,,,2010-12-22 06:23:55 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Yo  the game almost over? Want to go to walmart soon,ham,,
1.72E+16,,,,,2010-12-21 14:26:31 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Damn  can you make it tonight or do you want to just wait til tomorrow,ham,,
1.71E+16,1.71E+16,9820032,,,2010-12-21 03:45:12 +0000,web,,Teach me apps da. When you come to college.,ham,,
1.61E+16,,,,,2010-12-18 14:06:04 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,So Ì_'ll be submitting da project tmr rite?,ham,,
1.40E+16,,,,,2010-12-12 15:51:06 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,1's finish meeting call me.,ham,,
1.38E+16,,,,,2010-12-12 03:56:59 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Is ur paper in e morn or aft tmr?,ham,,
1.36E+16,,,,,2010-12-11 16:35:12 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Nobody can decide where to eat and dad wants Chinese,ham,,
1.32E+16,,,,,2010-12-10 11:46:17 +0000,web,,Horrible gal. Me in sch doing some stuff. How come u got mc?,ham,,
1.28E+16,1.28E+16,17426162,,,2010-12-09 06:31:23 +0000,web,,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,ham,,
1.18E+16,1.18E+16,9223232,,,2010-12-06 16:45:05 +0000,web,,Am also doing in cbe only. But have to pay.,ham,,
1.17E+16,,,,,2010-12-06 07:03:31 +0000,web,,Hungry gay guys feeling hungry and up 4 it  now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min),spam,,
1.00E+16,9.98E+15,36646572,,,2010-12-01 18:02:21 +0000,web,,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham,,
9.13E+15,9.07E+15,9099272,,,2010-11-29 06:19:49 +0000,web,,Ok...,ham,,
8.43E+15,,,,,2010-11-27 08:08:22 +0000,web,,Dont put your phone on silent mode ok,ham,,
7.01E+15,,,,,2010-11-23 09:43:50 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/2010/11/23/scaling-web-applications-using-memcache.html,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ham,,
5.29E+15,,,,,2010-11-18 16:09:48 +0000,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",,What do you do  my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?,ham,,
3.67E+15,,,,,2010-11-14 04:42:18 +0000,web,,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham,,
2.36E+15,,,,,2010-11-10 14:09:07 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,K so am I  how much for an 8th? Fifty?,ham,,
1.25E+15,1.21E+15,34635852,,,2010-11-07 12:46:39 +0000,web,,FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE  -NO CREDIT,ham,,
9.35E+14,9.04E+14,34635852,,,2010-11-06 15:37:31 +0000,web,,Get 3 Lions England tone  reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk  the original n best. Tones 3GBP network operator rates apply,spam,,
8.12E+14,,,,,2010-11-06 07:31:06 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/2010/11/06/adding-additional-account-to-android-phone-and-buying-paid-apps-in-india.html,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,ham,,
4.12E+14,29665762934,34635852,,,2010-11-05 05:00:44 +0000,web,,Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY  answer 5 questions - chance to be the first among readers!,spam,,
29646222171,,,,,2010-11-04 06:40:13 +0000,web,,Oh just getting even with u.... u?,ham,,
29428610585,,,,,2010-11-02 01:57:22 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam,,
29327533901,,,,,2010-11-01 00:53:47 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,It's ok lar. U sleep early too... Nite...,ham,,
29229400155,,,,,2010-10-31 00:13:30 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Then she buying today? ÌÏ no need to c meh...,ham,,
29090867605,29086292192,13441592,,,2010-10-29 14:06:34 +0000,web,,Yeah I'll try to scrounge something up,ham,,
29061119998,,,29060737189,1974,2010-10-29 05:50:29 +0000,web,,She doesnt need any test.,ham,,
28612381136,28609785363,2340481,,,2010-10-24 17:13:53 +0000,"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham,,
28481371215,,,28481195403,34635852,2010-10-23 07:46:19 +0000,web,,Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you  sweetie and send my love across the sea to make you smile and happy,ham,,
28475896869,,,,,2010-10-23 05:49:12 +0000,web,,What does the dance river do?,ham,,
27807824036,27665907478,181895114,,,2010-10-19 06:02:29 +0000,web,,I don't know  same thing that's wrong everyso often  he panicks starts goin on bout not bein good enough ‰Û_,ham,,
27422458553,27422345858,14881213,,,2010-10-15 08:26:08 +0000,web,,1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand  4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:),ham,,
27318016094,27309404711,15134817,,,2010-10-14 06:46:44 +0000,web,,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam,,
27054510907,,,,,2010-10-11 17:36:54 +0000,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",http://sudarmuthu.com/blog/2010/10/11/slides-from-my-talk-at-hacku-about-yap.html,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham,,
26812545202,,,,,2010-10-09 03:49:54 +0000,web,,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham,,
26631804480,,,,,2010-10-07 08:47:39 +0000,web,,Thk shld b can... Ya  i wana go 4 lessons... Haha  can go for one whole stretch...,ham,,
26526916829,26526750217,7678512,,,2010-10-06 05:50:43 +0000,web,,Then we wait 4 u lor... No need 2 feel bad lar...,ham,,
26059514906,,,26058862705,13567,2010-10-01 07:42:34 +0000,web,,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,ham,,
25663916202,,,,,2010-09-27 06:37:15 +0000,web,,Then we gotta do it after that,ham,,
25183451401,,,25181018641,9820032,2010-09-22 04:23:29 +0000,web,,Wen ur lovable bcums angry wid u  dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection  care n luv!.. kettoda manda... Have nice day da.,ham,,
24747059219,24746827499,15105039,,,2010-09-17 10:35:18 +0000,web,,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham,,
24587053086,24513034907,2340481,,,2010-09-15 16:58:57 +0000,web,,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam,,
